Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
1296,1296,1296,1296,1296,CUST1297,50-53,1,47866-57149,linkedin,Retention,7783.40194721589,0.1618863304427693,0.16643395487096208,33,2.7249132678305332,1.6140483391860019,31,17,1,5-9,4352,[REDACTED],[REDACTED],1
1297,1297,1297,1297,1297,CUST1298,38-41,0,66434-75717,outlook,Awareness,2221.7367540533087,0.09875879099763608,0.08424323764476521,19,5.625318753274741,1.2791663785068446,33,11,9,0-4,4872,[REDACTED],[REDACTED],1
1298,1298,1298,1298,1298,CUST1299,18-21,1,103570-112853,baidu,Awareness,8309.451292385187,0.1503035512992669,0.045702095174423,23,8.172455287441382,13.012417544845993,46,13,8,0-4,4327,[REDACTED],[REDACTED],1
1299,1299,1299,1299,1299,CUST1300,66-69,0,75718-85001,linkedin ads,Conversion,1400.394718755856,0.17395899909135093,0.029791608833588577,44,4.476976974748613,12.943625481512584,13,14,5,0-4,1236,[REDACTED],[REDACTED],1
1300,1300,1300,1300,1300,CUST1301,54-57,0,131422-140705,linkedin ads,Awareness,6424.20000275741,0.024785480707327324,0.10660647264921243,2,2.10110303707404,5.165633135214858,4,2,2,0-4,73,[REDACTED],[REDACTED],0
1301,1301,1301,1301,1301,CUST1302,30-33,0,47866-57149,twitter ads,Retention,8768.004569539173,0.07809866223022931,0.03781453873647587,27,7.714051741731794,5.69350821744254,35,2,0,5-9,904,[REDACTED],[REDACTED],0
1302,1302,1302,1302,1302,CUST1303,38-41,0,47866-57149,news portal,Conversion,1281.1707729255895,0.20534894390364966,0.11599543145732712,29,6.425316676305081,5.206855602009365,95,18,3,0-4,1410,[REDACTED],[REDACTED],1
1303,1303,1303,1303,1303,CUST1304,62-65,0,112854-122137,whatsapp,Retention,8415.142921524632,0.23917341711059414,0.14722490001990263,28,5.257669763654124,2.395192322030882,8,8,7,5-9,1692,[REDACTED],[REDACTED],1
1304,1304,1304,1304,1304,CUST1305,26-29,0,140706-149989,outlook,Retention,7889.140816219367,0.17587112903830668,0.11353554618272016,20,9.61793604861089,11.325233118682403,34,17,4,5-9,3925,[REDACTED],[REDACTED],1
1305,1305,1305,1305,1305,CUST1306,26-29,0,29298-38581,tiktok,Consideration,4908.048273242827,0.08698641032946987,0.18501805667304852,41,5.232349563453872,6.1207688081066145,24,0,4,5-9,3301,[REDACTED],[REDACTED],1
1306,1306,1306,1306,1306,CUST1307,26-29,0,140706-149989,bing ads,Retention,2986.381866393711,0.1290926480835321,0.0345836446141796,26,7.537317255646221,13.207556874921579,74,16,1,0-4,41,[REDACTED],[REDACTED],1
1307,1307,1307,1307,1307,CUST1308,66-69,0,20014-29297,yahoo,Consideration,4135.940733592469,0.03584570995443346,0.10492919462677297,49,2.542840133002385,13.299664706631319,45,11,3,0-4,2408,[REDACTED],[REDACTED],1
1308,1308,1308,1308,1308,CUST1309,42-45,0,112854-122137,affiliate,Conversion,9504.997311652685,0.2864268692753683,0.04032848714691108,24,4.6100285913156185,14.016795343066182,12,17,3,5-9,2141,[REDACTED],[REDACTED],1
1309,1309,1309,1309,1309,CUST1310,58-61,0,66434-75717,twitter,Retention,2114.8877436877883,0.2577028589148141,0.17667988300211004,2,3.0718171030996393,12.468583192760965,60,1,8,5-9,2804,[REDACTED],[REDACTED],1
1310,1310,1310,1310,1310,CUST1311,50-53,0,122138-131421,duckduckgo,Awareness,6009.148168639939,0.03249035059284962,0.18685678383397725,0,4.349498072517791,11.824689522507914,29,6,6,0-4,1175,[REDACTED],[REDACTED],1
1311,1311,1311,1311,1311,CUST1312,66-69,0,140706-149989,twitter ads,Conversion,1167.398965757382,0.06263018257866637,0.0844395376076406,22,5.449883674841093,7.266036282986859,97,3,6,0-4,3074,[REDACTED],[REDACTED],1
1312,1312,1312,1312,1312,CUST1313,42-45,0,29298-38581,linkedin ads,Retention,2330.434606422063,0.18321343156887232,0.06319697815456556,42,2.5422203076465384,1.2429325482836866,31,3,8,0-4,1068,[REDACTED],[REDACTED],1
1313,1313,1313,1313,1313,CUST1314,42-45,1,112854-122137,twitter ads,Retention,7793.60620272165,0.07234538453925755,0.05952922119755508,4,8.309104269449293,1.9237148905338421,29,10,8,0-4,665,[REDACTED],[REDACTED],1
1314,1314,1314,1314,1314,CUST1315,26-29,1,66434-75717,google ads,Awareness,3087.5489578470797,0.28767821186781095,0.17637112458221432,30,4.143955920376261,8.4559239238842,81,3,4,0-4,4322,[REDACTED],[REDACTED],1
1315,1315,1315,1315,1315,CUST1316,54-57,0,112854-122137,news portal,Consideration,10045.525815517613,0.2319243543863981,0.1416390632092776,24,9.31686464212933,5.569181199770229,55,14,0,0-4,2994,[REDACTED],[REDACTED],1
1316,1316,1316,1316,1316,CUST1317,18-21,1,47866-57149,news portal,Retention,4877.096079961614,0.08678806087523702,0.17931244850761377,34,7.177841938266175,12.282984720793154,66,1,1,0-4,1758,[REDACTED],[REDACTED],1
1317,1317,1317,1317,1317,CUST1318,22-25,1,85002-94285,twitter,Retention,5473.028818383046,0.0104969167284205,0.03429289079905057,42,2.3157390106813667,8.972477860026691,70,1,7,0-4,3360,[REDACTED],[REDACTED],0
1318,1318,1318,1318,1318,CUST1319,34-37,0,29298-38581,twitter ads,Awareness,503.83207510704995,0.24297504743109072,0.10283977667606971,0,6.702562508029742,2.1739676550631826,54,8,5,5-9,2426,[REDACTED],[REDACTED],1
1319,1319,1319,1319,1319,CUST1320,42-45,1,29298-38581,online directory,Conversion,9393.220097903533,0.13837385232153063,0.14046750521617232,14,1.1462047107831486,7.372676973655135,97,12,9,5-9,4002,[REDACTED],[REDACTED],1
1320,1320,1320,1320,1320,CUST1321,50-53,1,112854-122137,baidu,Retention,1762.7188585105973,0.1976667111935898,0.17815593226734888,38,8.117572559353087,12.217493885990674,7,14,7,0-4,1359,[REDACTED],[REDACTED],1
1321,1321,1321,1321,1321,CUST1322,42-45,0,57150-66433,affiliate,Consideration,5070.209415979806,0.08979643146426629,0.0836639491368424,23,9.69433876843212,13.208039076502821,42,18,2,0-4,2328,[REDACTED],[REDACTED],1
1322,1322,1322,1322,1322,CUST1323,34-37,0,122138-131421,blog,Consideration,4118.658376793851,0.04661940231377237,0.07121677855770672,33,7.21056547172914,2.819049562206408,47,6,2,5-9,973,[REDACTED],[REDACTED],0
1323,1323,1323,1323,1323,CUST1324,58-61,0,20014-29297,facebook,Awareness,4276.271555816335,0.20726255396141466,0.18325255416820074,46,9.707183486568287,2.1499326563055465,57,16,5,0-4,712,[REDACTED],[REDACTED],1
1324,1324,1324,1324,1324,CUST1325,58-61,0,75718-85001,partner site,Consideration,6571.484755938345,0.13887419125143832,0.019641003933313743,17,3.634524870128229,6.1738342072123515,31,15,3,0-4,1929,[REDACTED],[REDACTED],1
1325,1325,1325,1325,1325,CUST1326,66-69,0,85002-94285,duckduckgo,Retention,6868.412240161698,0.08003541890403952,0.10563848008571572,24,4.954609839878483,1.3714919850341167,77,3,3,0-4,3030,[REDACTED],[REDACTED],1
1326,1326,1326,1326,1326,CUST1327,38-41,1,20014-29297,linkedin ads,Consideration,1526.8477482866342,0.04123901689585957,0.09808119131451899,35,4.815070264798483,10.917761601085111,68,3,3,0-4,3756,[REDACTED],[REDACTED],1
1327,1327,1327,1327,1327,CUST1328,42-45,0,112854-122137,outlook,Retention,5018.460301204755,0.17828599709366638,0.037910152382085366,0,1.9904155614293504,7.185795824400623,6,7,1,5-9,2693,[REDACTED],[REDACTED],1
1328,1328,1328,1328,1328,CUST1329,22-25,0,112854-122137,twitter,Awareness,7769.978825352207,0.22554954367935992,0.08545369371777366,8,8.271486277482799,3.1846012910542076,73,19,6,5-9,2203,[REDACTED],[REDACTED],1
1329,1329,1329,1329,1329,CUST1330,66-69,1,66434-75717,duckduckgo,Consideration,4519.35384212604,0.09305183803493136,0.14374823058605332,40,5.454588713132864,1.935077265851428,19,10,4,0-4,2828,[REDACTED],[REDACTED],1
1330,1330,1330,1330,1330,CUST1331,22-25,1,57150-66433,tiktok,Retention,1582.4854008162856,0.21566604918031357,0.0795581792174535,30,5.462629773171071,13.906354710856744,61,8,4,0-4,3660,[REDACTED],[REDACTED],1
1331,1331,1331,1331,1331,CUST1332,38-41,0,112854-122137,facebook ads,Conversion,3401.0909181887855,0.057864318006919234,0.06687819042694658,21,6.9226269386706685,1.2461249204229736,20,13,6,0-4,1855,[REDACTED],[REDACTED],1
1332,1332,1332,1332,1332,CUST1333,50-53,1,29298-38581,news portal,Retention,2249.1733969811403,0.11542227665017953,0.1610749378430653,37,2.6297681394785073,1.6853592834683275,91,9,4,0-4,625,[REDACTED],[REDACTED],1
1333,1333,1333,1333,1333,CUST1334,66-69,0,103570-112853,news portal,Retention,1296.1246523922919,0.22413467582717148,0.20246073834858286,45,8.519719750695932,4.070299808500497,28,15,0,5-9,2973,[REDACTED],[REDACTED],1
1334,1334,1334,1334,1334,CUST1335,46-49,1,85002-94285,duckduckgo,Awareness,3955.014505737486,0.20495342541071268,0.15648870207888765,40,4.378774933093543,1.6638883820513997,69,13,1,0-4,2180,[REDACTED],[REDACTED],1
1335,1335,1335,1335,1335,CUST1336,58-61,0,112854-122137,bing ads,Retention,5289.937004912553,0.08844520050391275,0.17003018002160802,1,1.6876665884191857,9.873729818348846,37,19,4,5-9,885,[REDACTED],[REDACTED],1
1336,1336,1336,1336,1336,CUST1337,38-41,0,57150-66433,protonmail,Awareness,806.0573618436374,0.04031110911103749,0.19073239214640259,40,2.7164790899701,3.8837580955085427,41,9,6,5-9,3801,[REDACTED],[REDACTED],1
1337,1337,1337,1337,1337,CUST1338,42-45,1,103570-112853,yahoo,Retention,6186.9000732623035,0.028383614242433162,0.16372572501323468,44,3.2877101489774585,7.261969458498171,2,18,9,0-4,1459,[REDACTED],[REDACTED],1
1338,1338,1338,1338,1338,CUST1339,42-45,1,103570-112853,affiliate,Retention,10123.525833437563,0.24801101215966354,0.19828212365622208,19,2.5345019295516367,13.098231545723307,36,7,1,5-9,1484,[REDACTED],[REDACTED],1
1339,1339,1339,1339,1339,CUST1340,66-69,0,131422-140705,google ads,Retention,9736.772680506265,0.04107578916385277,0.1526948942801903,22,3.298650985516401,12.038407432295228,16,5,7,5-9,1200,[REDACTED],[REDACTED],1
1340,1340,1340,1340,1340,CUST1341,38-41,0,20014-29297,google ads,Awareness,8217.968734040021,0.04394913081917168,0.13765904054416858,11,9.984356388266589,2.436642036808633,32,19,4,0-4,481,[REDACTED],[REDACTED],1
1341,1341,1341,1341,1341,CUST1342,66-69,0,20014-29297,duckduckgo,Retention,2976.3795675454585,0.0783630341646357,0.14333981275881855,9,5.746465769937288,1.5918679424365487,9,0,8,0-4,3166,[REDACTED],[REDACTED],0
1342,1342,1342,1342,1342,CUST1343,22-25,0,94286-103569,zoho,Awareness,174.8326150301561,0.14074964702224116,0.1817791502455012,31,6.40330484357902,9.981148220270528,36,15,5,0-4,2423,[REDACTED],[REDACTED],1
1343,1343,1343,1343,1343,CUST1344,34-37,0,29298-38581,bing,Conversion,8207.530540894442,0.24526499145654093,0.14263886195575928,4,2.4953859321834484,3.7813980069231072,32,0,2,5-9,4956,[REDACTED],[REDACTED],1
1344,1344,1344,1344,1344,CUST1345,34-37,1,66434-75717,linkedin,Awareness,544.5127893398975,0.07552931247799313,0.15770164780425291,43,1.322849565137322,11.822332297173878,27,2,5,5-9,4062,[REDACTED],[REDACTED],1
1345,1345,1345,1345,1345,CUST1346,58-61,1,140706-149989,facebook ads,Conversion,1984.8901863399756,0.16818036899174835,0.05026878983685883,28,3.704411322540768,7.049052672527708,86,7,8,0-4,2013,[REDACTED],[REDACTED],1
1346,1346,1346,1346,1346,CUST1347,66-69,1,140706-149989,gmail,Awareness,5392.270651868811,0.032012464229592905,0.17787646587101497,32,8.028656534505165,2.4113546262128196,41,7,0,5-9,4609,[REDACTED],[REDACTED],1
1347,1347,1347,1347,1347,CUST1348,34-37,0,140706-149989,google,Awareness,2129.541551790073,0.14553331763416072,0.09595081904307831,22,5.836462189192408,14.63197477460166,57,1,0,0-4,1593,[REDACTED],[REDACTED],1
1348,1348,1348,1348,1348,CUST1349,38-41,1,29298-38581,affiliate,Retention,8241.198565814862,0.06093204013115432,0.039389178987346986,35,1.2181257516211883,1.0872739226794919,47,11,7,5-9,4052,[REDACTED],[REDACTED],1
1349,1349,1349,1349,1349,CUST1350,42-45,1,29298-38581,twitter,Consideration,7996.876373572975,0.07093406655545019,0.15626187520487372,12,8.13821962592578,2.413430767619412,50,15,6,0-4,4350,[REDACTED],[REDACTED],1
1350,1350,1350,1350,1350,CUST1351,54-57,0,94286-103569,google,Consideration,7385.245265053883,0.1167045503840752,0.08068707788914284,49,1.962932079064364,12.239140237732185,9,10,0,5-9,550,[REDACTED],[REDACTED],1
1351,1351,1351,1351,1351,CUST1352,66-69,0,140706-149989,partner site,Retention,8128.87386370564,0.23806663429016794,0.04021122265424674,1,5.003404696191133,6.798330213120606,7,16,7,0-4,3602,[REDACTED],[REDACTED],1
1352,1352,1352,1352,1352,CUST1353,22-25,1,29298-38581,outlook,Conversion,2162.598631815043,0.22670929660409772,0.05737605491563334,10,9.922121337748045,14.38325999003741,15,13,4,0-4,4424,[REDACTED],[REDACTED],1
1353,1353,1353,1353,1353,CUST1354,18-21,1,20014-29297,zoho,Retention,7029.3781904061925,0.13902673748708128,0.015745661373388963,27,2.074644767201029,2.1971233238691763,95,4,8,0-4,1139,[REDACTED],[REDACTED],1
1354,1354,1354,1354,1354,CUST1355,46-49,0,75718-85001,tiktok,Consideration,3762.179167926879,0.04702193277478294,0.028308807296815713,24,8.389764075133321,2.629526882179111,61,0,2,0-4,2323,[REDACTED],[REDACTED],0
1355,1355,1355,1355,1355,CUST1356,30-33,0,140706-149989,blog,Awareness,6696.845341194528,0.09315105374889704,0.11842808136432631,35,8.23921966153614,0.8326146144219596,48,7,4,0-4,1154,[REDACTED],[REDACTED],1
1356,1356,1356,1356,1356,CUST1357,46-49,0,131422-140705,linkedin ads,Retention,1326.2096925245198,0.15742030181883251,0.17279498960398332,17,4.864276269699056,3.545500772306369,88,8,6,0-4,3656,[REDACTED],[REDACTED],1
1357,1357,1357,1357,1357,CUST1358,38-41,1,29298-38581,gmail,Conversion,6881.071608502488,0.2647090356249521,0.09324179291722066,38,10.062472182587683,10.01217394150714,14,1,9,5-9,4698,[REDACTED],[REDACTED],1
1358,1358,1358,1358,1358,CUST1359,66-69,0,94286-103569,google ads,Retention,10013.814139575747,0.2900818684943703,0.13441528142995637,8,3.709301176491155,11.095508885195002,15,12,7,5-9,2109,[REDACTED],[REDACTED],1
1359,1359,1359,1359,1359,CUST1360,34-37,0,75718-85001,facebook ads,Consideration,466.8826159640446,0.18662042851195323,0.16859507660986262,1,3.630500317721077,6.779285500785835,80,10,2,0-4,4804,[REDACTED],[REDACTED],1
1360,1360,1360,1360,1360,CUST1361,46-49,1,29298-38581,bing,Awareness,944.8035479896431,0.11288099238044039,0.07934304756959382,35,2.178199674272548,4.324809810357131,26,15,0,0-4,4547,[REDACTED],[REDACTED],0
1361,1361,1361,1361,1361,CUST1362,46-49,0,29298-38581,yahoo,Consideration,1101.431195508749,0.2050846092190126,0.13013734555163403,45,4.25248934706717,10.871235310456848,46,3,5,0-4,2194,[REDACTED],[REDACTED],1
1362,1362,1362,1362,1362,CUST1363,46-49,1,140706-149989,protonmail,Consideration,4183.565731211092,0.1060902043708931,0.079381203309724,16,3.705289745322821,2.523737321566789,25,6,4,5-9,3684,[REDACTED],[REDACTED],1
1363,1363,1363,1363,1363,CUST1364,66-69,1,20014-29297,linkedin ads,Consideration,2923.975785595859,0.18967465558837387,0.12861356148437017,32,6.589707915578494,11.9600931947062,71,16,4,5-9,783,[REDACTED],[REDACTED],1
1364,1364,1364,1364,1364,CUST1365,62-65,0,140706-149989,baidu,Consideration,7999.428595239437,0.08391555214826439,0.05393607882192191,34,1.2233303831163123,12.162474640176196,40,6,5,5-9,4303,[REDACTED],[REDACTED],1
1365,1365,1365,1365,1365,CUST1366,46-49,1,38582-47865,blog,Awareness,4788.069888036777,0.08575478675226585,0.19298015969971954,32,3.7139021304827144,6.838921064489546,10,1,2,0-4,1172,[REDACTED],[REDACTED],0
1366,1366,1366,1366,1366,CUST1367,46-49,1,94286-103569,partner site,Consideration,5087.84886721703,0.02536732770036561,0.025912680921443262,31,1.1148415678426802,3.2223664465004584,90,17,4,0-4,801,[REDACTED],[REDACTED],0
1367,1367,1367,1367,1367,CUST1368,30-33,0,47866-57149,affiliate,Conversion,7146.284657843395,0.14011687256327215,0.10787617753506036,19,1.0698274058790318,10.128666105332409,8,8,9,5-9,1220,[REDACTED],[REDACTED],1
1368,1368,1368,1368,1368,CUST1369,54-57,0,47866-57149,online directory,Conversion,3681.586271643979,0.17785569649386046,0.06352689181326032,29,8.585131073104028,12.685039749422002,53,8,0,0-4,463,[REDACTED],[REDACTED],1
1369,1369,1369,1369,1369,CUST1370,34-37,0,103570-112853,facebook ads,Consideration,3637.393382192292,0.24311661399939538,0.12200569660310194,21,7.7006098114495245,7.93822586539007,10,10,7,5-9,577,[REDACTED],[REDACTED],1
1370,1370,1370,1370,1370,CUST1371,34-37,0,47866-57149,news portal,Conversion,7487.9751397068685,0.24630722441511518,0.09048990089368013,24,7.682745348474158,7.196787052793968,6,3,8,0-4,479,[REDACTED],[REDACTED],1
1371,1371,1371,1371,1371,CUST1372,18-21,1,29298-38581,twitter ads,Consideration,7976.184881302619,0.29887214355787584,0.06564322329369128,44,4.213392980428781,14.913628638012964,27,3,3,5-9,3661,[REDACTED],[REDACTED],1
1372,1372,1372,1372,1372,CUST1373,30-33,0,85002-94285,gmail,Awareness,433.33493375444533,0.02704916342149847,0.06179084058243863,45,7.3536525050437955,8.552501758567724,93,4,4,5-9,2196,[REDACTED],[REDACTED],1
1373,1373,1373,1373,1373,CUST1374,66-69,0,57150-66433,protonmail,Awareness,1599.167190070895,0.15113486352033156,0.04513447791379471,43,3.2524476807365965,0.845070233915879,61,16,6,0-4,443,[REDACTED],[REDACTED],0
1374,1374,1374,1374,1374,CUST1375,62-65,0,94286-103569,blog,Conversion,2563.0366281972683,0.15388570361564213,0.1574528358124422,10,3.8469953926372384,7.813375636188907,54,4,9,0-4,4201,[REDACTED],[REDACTED],1
1375,1375,1375,1375,1375,CUST1376,66-69,0,66434-75717,news portal,Conversion,3558.161839958277,0.2442988599002325,0.04998868385700277,49,6.174766872386767,6.935948145502736,35,3,4,5-9,2477,[REDACTED],[REDACTED],1
1376,1376,1376,1376,1376,CUST1377,18-21,0,140706-149989,blog,Consideration,3084.0614070494603,0.08181968623412555,0.15656873979170857,33,7.22847085777274,5.066618442035982,72,2,3,0-4,4367,[REDACTED],[REDACTED],0
1377,1377,1377,1377,1377,CUST1378,42-45,0,47866-57149,yahoo,Retention,6402.195717394474,0.02885683010194488,0.1023967062745718,27,3.530915621037563,4.873684317324484,98,0,7,0-4,3210,[REDACTED],[REDACTED],1
1378,1378,1378,1378,1378,CUST1379,66-69,0,75718-85001,baidu,Consideration,8295.815713723761,0.09686754951623527,0.02357047934797564,34,7.074301464986437,14.243148683902504,62,19,5,5-9,2045,[REDACTED],[REDACTED],1
1379,1379,1379,1379,1379,CUST1380,66-69,1,47866-57149,protonmail,Consideration,2113.373633226486,0.3031443974443099,0.04246418709585712,3,9.639273636321025,2.4332859255282533,50,2,1,0-4,3104,[REDACTED],[REDACTED],0
1380,1380,1380,1380,1380,CUST1381,46-49,0,57150-66433,partner site,Awareness,5637.3924389032845,0.2711273597917872,0.17861987651267575,8,5.284696590104547,11.543564252579355,76,7,3,5-9,4787,[REDACTED],[REDACTED],1
1381,1381,1381,1381,1381,CUST1382,54-57,1,131422-140705,google,Retention,3726.041856076894,0.12748917254356235,0.1296891770880312,42,4.487471867143276,13.452731454954401,47,5,2,5-9,74,[REDACTED],[REDACTED],1
1382,1382,1382,1382,1382,CUST1383,66-69,1,47866-57149,duckduckgo,Retention,4964.407679372503,0.2669981166207982,0.044808065144710495,21,3.039830108745929,4.252880624249732,67,1,1,5-9,2017,[REDACTED],[REDACTED],1
1383,1383,1383,1383,1383,CUST1384,18-21,1,131422-140705,tiktok,Consideration,6191.842183167056,0.010894644968657033,0.13956245818473795,24,3.8208187953186736,1.7353116547335152,9,0,5,5-9,3752,[REDACTED],[REDACTED],1
1384,1384,1384,1384,1384,CUST1385,18-21,0,131422-140705,bing ads,Awareness,8873.484984827308,0.10417649067268783,0.16333919241117342,20,5.891660515100116,5.182644535773491,25,19,9,5-9,778,[REDACTED],[REDACTED],1
1385,1385,1385,1385,1385,CUST1386,22-25,0,47866-57149,online directory,Conversion,2039.765807258575,0.21407782778525108,0.07540821953837164,24,9.37097173863494,7.1869454068302,66,3,0,5-9,3193,[REDACTED],[REDACTED],1
1386,1386,1386,1386,1386,CUST1387,46-49,0,94286-103569,linkedin ads,Awareness,865.1538730761861,0.06899191565265801,0.11416471203822916,40,3.1259148905835143,14.2240351819095,52,8,9,5-9,4102,[REDACTED],[REDACTED],1
1387,1387,1387,1387,1387,CUST1388,54-57,0,66434-75717,whatsapp,Conversion,6489.214879907478,0.06983153884177412,0.06910991387629742,16,3.2923937807550416,6.919615228724498,42,11,3,0-4,1747,[REDACTED],[REDACTED],1
1388,1388,1388,1388,1388,CUST1389,18-21,0,112854-122137,google ads,Awareness,4006.834996672436,0.26068007405346694,0.024328182013481855,14,9.735001174696285,1.7662695771319727,16,18,7,5-9,2959,[REDACTED],[REDACTED],1
1389,1389,1389,1389,1389,CUST1390,46-49,1,57150-66433,online directory,Retention,1856.0758107017248,0.18910522487126047,0.08647085783147639,40,6.520742798274555,2.629784261801511,26,13,4,5-9,796,[REDACTED],[REDACTED],1
1390,1390,1390,1390,1390,CUST1391,26-29,1,47866-57149,twitter,Awareness,1142.8533944000596,0.2974712924213814,0.15297301483117906,6,7.589732799019946,5.676191654335729,21,17,2,5-9,2308,[REDACTED],[REDACTED],1
1391,1391,1391,1391,1391,CUST1392,26-29,0,29298-38581,bing ads,Consideration,5685.302954265621,0.04991232181622256,0.09800215554196848,31,8.52863444092769,3.2892711529388783,35,16,1,0-4,2772,[REDACTED],[REDACTED],1
1392,1392,1392,1392,1392,CUST1393,34-37,0,103570-112853,gmail,Conversion,3133.340399371386,0.11843884444824579,0.09228624206531422,7,1.8509942807007642,1.3009711609596515,71,17,5,5-9,3470,[REDACTED],[REDACTED],1
1393,1393,1393,1393,1393,CUST1394,62-65,0,38582-47865,bing,Awareness,10350.67654031257,0.09314634016723415,0.07999417537796469,2,5.069870220908567,2.4911326992653393,32,16,3,5-9,3286,[REDACTED],[REDACTED],1
1394,1394,1394,1394,1394,CUST1395,50-53,0,103570-112853,linkedin,Awareness,4285.29359246609,0.26278130275498146,0.10337579066176533,32,2.132887192466347,1.8178467186276184,89,8,6,5-9,4530,[REDACTED],[REDACTED],1
1395,1395,1395,1395,1395,CUST1396,50-53,1,38582-47865,outlook,Conversion,2035.7840080413482,0.08412694298113726,0.06481605146813417,35,6.6257920656280955,3.476555168970363,94,11,7,5-9,1527,[REDACTED],[REDACTED],1
1396,1396,1396,1396,1396,CUST1397,38-41,0,94286-103569,affiliate,Awareness,6353.395097065168,0.11088912410767492,0.13050690498950396,16,9.78864323108792,14.927992086684728,52,18,8,5-9,620,[REDACTED],[REDACTED],1
1397,1397,1397,1397,1397,CUST1398,42-45,0,85002-94285,google,Conversion,2531.3487012386004,0.05266059340685154,0.02539222674280489,0,1.4295677968507994,7.316849949617255,10,14,6,0-4,3420,[REDACTED],[REDACTED],1
1398,1398,1398,1398,1398,CUST1399,46-49,0,20014-29297,tiktok,Retention,5025.441905831712,0.23974465618908133,0.1648446306637832,35,3.3138336574311205,10.090173691904214,92,17,8,0-4,832,[REDACTED],[REDACTED],1
1399,1399,1399,1399,1399,CUST1400,66-69,1,122138-131421,baidu,Conversion,4818.687826276095,0.07937275534907955,0.04024737697339588,39,9.937343579790173,2.8752703915357873,28,16,3,0-4,3844,[REDACTED],[REDACTED],1
1400,1400,1400,1400,1400,CUST1401,22-25,0,75718-85001,tiktok,Conversion,4621.738176930718,0.03396206410503791,0.13145641468496994,16,0.8654991549904985,13.000757498355037,37,13,0,0-4,456,[REDACTED],[REDACTED],1
1401,1401,1401,1401,1401,CUST1402,46-49,0,38582-47865,linkedin,Retention,8051.893974876025,0.1301042474076245,0.09495410951395197,43,2.363636420046936,4.445414635296443,57,9,6,0-4,992,[REDACTED],[REDACTED],1
1402,1402,1402,1402,1402,CUST1403,22-25,1,20014-29297,twitter ads,Awareness,2062.18705734907,0.12617212457056165,0.1557159213274873,47,1.737560349971907,14.755283927146484,14,19,1,0-4,2053,[REDACTED],[REDACTED],1
1403,1403,1403,1403,1403,CUST1404,18-21,0,140706-149989,baidu,Awareness,9194.876744785319,0.055960897770504656,0.1645544287903909,36,7.769377094721654,12.763735267969919,53,1,9,0-4,1624,[REDACTED],[REDACTED],1
1404,1404,1404,1404,1404,CUST1405,18-21,0,75718-85001,yahoo,Retention,7877.978335866749,0.04168601081281429,0.051014213982126876,24,7.657486361526171,14.261695595807224,61,15,8,5-9,4285,[REDACTED],[REDACTED],1
1405,1405,1405,1405,1405,CUST1406,38-41,0,85002-94285,yahoo,Consideration,3512.8542133332585,0.27184613647933276,0.13776454515671588,24,8.245679266266563,10.268098805670073,56,5,5,5-9,3793,[REDACTED],[REDACTED],1
1406,1406,1406,1406,1406,CUST1407,38-41,0,66434-75717,blog,Conversion,2015.4198392674166,0.03412584008713554,0.04500669848006103,12,7.7743515803662815,10.242236919301796,78,4,8,5-9,1083,[REDACTED],[REDACTED],1
1407,1407,1407,1407,1407,CUST1408,22-25,0,75718-85001,yahoo,Awareness,2922.52554787755,0.03672421323126452,0.0349182892119048,12,8.668568995251508,12.568753664367764,70,0,7,5-9,2856,[REDACTED],[REDACTED],1
1408,1408,1408,1408,1408,CUST1409,62-65,0,112854-122137,linkedin ads,Awareness,3513.1724669693936,0.08203935064903359,0.18863966955120196,11,7.829884395489737,10.605522728122358,57,6,8,0-4,3021,[REDACTED],[REDACTED],1
1409,1409,1409,1409,1409,CUST1410,54-57,1,57150-66433,tiktok,Conversion,5445.487008961465,0.28869400653104965,0.039437797685896364,31,5.392354430230954,9.204425360759926,48,6,6,0-4,521,[REDACTED],[REDACTED],1
1410,1410,1410,1410,1410,CUST1411,18-21,1,131422-140705,bing ads,Conversion,629.4338617392286,0.03799871362644769,0.05331754774700523,34,7.5737022896465165,5.616495216027886,52,12,2,0-4,4688,[REDACTED],[REDACTED],1
1411,1411,1411,1411,1411,CUST1412,66-69,1,122138-131421,twitter ads,Conversion,9361.237784917823,0.24546537348341296,0.037675030982442764,27,6.3939731446579895,4.240512584453445,28,4,9,0-4,325,[REDACTED],[REDACTED],1
1412,1412,1412,1412,1412,CUST1413,50-53,0,131422-140705,gmail,Consideration,1161.2452650726068,0.27245593321385264,0.09464088595349639,43,4.378419194840872,11.704843751265509,32,19,4,0-4,3234,[REDACTED],[REDACTED],1
1413,1413,1413,1413,1413,CUST1414,42-45,0,57150-66433,linkedin,Retention,2801.7662846560816,0.11417079350356231,0.18400809764557688,19,8.616346270892798,6.344360874746021,45,17,2,5-9,1974,[REDACTED],[REDACTED],1
1414,1414,1414,1414,1414,CUST1415,62-65,0,47866-57149,partner site,Consideration,1157.980648744576,0.09482005801857295,0.05926802695521283,27,8.049601333196591,1.246205520719219,53,7,2,0-4,4368,[REDACTED],[REDACTED],0
